"","session","auditrate","taxrate","period","subject","sujeto","group","grupo","profit","ncorrectret","profitret","declared","deduction","totaldeduction","cheat","type","audited","fine","deductionsgroup","receivedfromgroup","taxrateproposed","ncorrectsum","groupdg","profitdg","proposerdg","offerdg","age_subject","gender","trust","ideology","income","publictransport","taxes","drivingfast","moneyfound","lying","accidentaldamage","litter","drivingalcohol","jobapplication","buyingstolen","profitriskav","dec1","dec2","dec3","dec4","dec5","dec6","dec7","dec8","dec9","dec10","hljump","safechoices","guessm2","guessm3","rankincome","lowincome","chile","init_pred","avg_pred","pred_correct","realdie","digitaldie","digitaldielie","lastroll","timeokdeclareok","subj_id","country","sess_code","totalprofit","timeokinitialinfook","timeokretaddingok","timeokresultsok","sess_id","audit","pred0","pred1","pred2","tax_20","tax_30","timedictator","timeokinicialriskaversionok","timeokloteriasok","lendmoney","lendstuff","dooropen","trustworthy","redistrib1","redistrib2","redistrib3","redistrib4","redistrib5","redistrib6","anx1","anx2","anx3","anx4","econself","nosecure","econcountrypers","econselfpers","digitaldie_actual","timeactualdiceok","timedigitaldiceok","econlosejob","own1","own2","own3","own4","own5","own6","own7","subjectivestatus2","norms","subjectivestatus1","own8","declared_frac","russia","oxford","shock","status","ncorrect_subjav","ncorrect_countrymed","ability_high","hh","amax","period1","c1","c2","c3","c4","c5","c6","c7","c8","c9","father_educ1","mother_educ1","family1","employment1","a51","b11","b21","b31","b41","b51","b61","b71","b81","social_active","parents_edhigh","grades_rating","grades_total","grades_calculus","grades_eligible","grades_relrating_inv","nosibling","T10","T20","T30","T40","T50","EndT","AR0","AR30","AR70","AR100","percevaded","difsalaries","highsalary","receiveshock","cost_comply","perform_high","non_fixed","subj_id1","avg_RET","treatment","treatment_lab","treatment2","treatment2_lab","HighTax"
"17793",48,0,30,8,2,890,1,223,1638.75,13,1950,1950,585,585,0,-1,0,0,1095,273.75,-1,13,3,500,0,500,24,1,1,5,89,2,1,1,3,2,2,1,1,3,1,0.100000001490116,0,0,0,0,0,0,1,1,1,1,7,6,-1,-1,-1,-1,1,2,1.66666662693024,0.333333343267441,1,3,0,3,26,48890,"Chile","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,NA,NA,585,1,1,NA,13.0500001907349,5,"Non-fixed",7,"Non-fixed",1
"11683",28,0,10,2,9,585,2,146,501.25,3,450,450,45,45,0,2,0,0,385,96.25,-1,3,1,900,1,100,53,1,1,1,14,3,1,3,3,3,2,1,1,3,1,1.60000002384186,0,0,0,0,0,1,1,1,1,1,6,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,20,28585,"Chile","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0,0,NA,0,45,0,0,NA,6.34999990463257,3,"Shock",4,"Shock (No)",0
"23701",119,0,30,1,2,NA,3,NA,NA,10,1500,1200,NA,NA,1,-1,0,0,NA,NA,NA,NA,3,700,1,300,21,1,0,5,5,3,2,3,4,2,3,1,1,2,2,NA,0,0,0,0,0,0,1,1,1,1,NA,6,NA,NA,NA,NA,0,NA,NA,NA,6,2,0,NA,NA,11902,"Russia","170208_1647","",21,NA,NA,19,0,1,0,0,0,1,12,24,-57,1,2,3,2,1,3,1,3,1,3,NA,NA,NA,NA,2,1,1,1,-1,6,24,0,2,6,2,2,3,4,7,NA,NA,NA,7,0.800000011920929,1,0,0,0,14.3000001907349,11.0500001907349,1,7,10,1,7,7,7,7,7,7,7,7,7,4,4,"No","Yes, work full-time","No","1 razryad or above","4-5 people",1,"Once a week","More than 3 hours per day","No",1,"1-2 times a month",0.342612504959106,1,230,304,7,1,0.244224429130554,1,0,0,1,0,0,0,1,0,0,0,0.200000002980232,NA,NA,NA,450,1,1,11902,14.6999998092651,5,"Non-fixed",7,"Non-fixed",1
"16446",44,10,20,7,3,823,4,209,1410,10,1500,1500,300,300,0,-1,0,0,840,210,-1,10,10,300,0,500,23,0,0,5,14,1,1,1,1,3,2,1,1,3,1,1.60000002384186,0,0,0,0,1,1,1,1,1,1,5,4,-1,-1,-1,-1,1,3,2.33333325386047,1,6,3,0,3,29,44823,"Chile","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,300,0,1,NA,8.25,5,"Non-fixed",7,"Non-fixed",1
"16400",43,0,10,9,20,820,4,204,1158.375,7,1050,5,0.5,0.5,1,-1,0,0,435.5,108.875,-1,7,2,500,0,500,24,0,1,1,16,3,1,4,3,2,3,1,1,4,1,0.100000001490116,0,0,0,0,0,0,1,1,1,1,7,6,-1,-1,-1,-1,1,2,2,0.333333343267441,5,4,1,4,28,43820,"Chile","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0.995238065719604,0,NA,NA,105,0,1,NA,8.80000019073486,5,"Non-fixed",7,"Non-fixed",0
"15875",42,10,30,4,10,794,4,200,1260,8,1200,1200,360,360,0,-1,1,0,1680,420,-1,8,1,500,1,500,24,0,0,4,6,2,1,3,3,2,1,1,1,1,1,3.84999990463257,0,0,0,0,0,0,0,0,1,1,9,8,-1,-1,-1,-1,0,1,1,0,6,6,0,6,28,42794,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,360,0,1,NA,9.10000038146973,5,"Non-fixed",7,"Non-fixed",1
"6955",16,100,20,6,4,348,1,87,1795,9,1800,1800,360,360,0,1,1,0,1420,355,NA,9,5,400,0,0,20,0,1,6,88,2,1,2,3,3,1,1,1,1,2,1.60000002384186,0,0,0,0,0,0,0,1,1,1,8,7,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,23,16348,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,1,1,NA,360,0,0,NA,7.55000019073486,2,"Status",3,"Status (High)",1
"20337",106,30,20,7,13,NA,3,NA,NA,12,1800,0,-21915,-21915,1,NA,0,0,NA,NA,NA,NA,7,300,0,400,21,1,0,2,5,3,3,3,3,2,2,1,1,2,2,NA,0,0,0,0,1,0,1,1,1,1,NA,5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,28,10613,"Russia","131211_1642","12065",NA,2,23,6,1,NA,NA,NA,1,0,22,30,-96,2,2,2,2,2,1,2,2,4,2,0,3,3,3,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.300870478153229,NA,NA,0,1,0,0,0,NA,NA,0,5,30,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,1,NA,NA,NA,360,1,0,10613,11.1999998092651,1,"Baseline",1,"Baseline",1
"7696",18,100,30,1,13,385,4,97,2242.5,12,2400,2400,720,720,0,1,1,0,2250,562.5,NA,12,10,500,0,100,18,1,1,4,14,2,2,1,3,2,1,3,1,2,3,0.100000001490116,0,0,0,0,0,0,0,0,1,1,9,8,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,27,18385,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,1,1,NA,720,1,0,NA,14.5,2,"Status",3,"Status (High)",1
"18384",50,0,20,9,8,1164,4,-1,848.5,6,900,900,180,180,0,-1,0,0,514,128.5,-1,6,6,500,1,500,25,0,1,5,3,1,1,3,2,1,1,1,1,2,1,0.100000001490116,0,0,0,0,1,0,1,1,1,1,5,5,NA,NA,NA,NA,0,4,3.33333325386047,NA,6,6,1,6,26,501164,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,180,0,1,NA,7.5,1,"Baseline",NA,NA,1
"18272",50,0,20,9,2,1158,1,-1,1157.75,9,1350,1350,270,270,0,-1,0,0,311,77.75,-1,9,6,500,0,500,20,1,1,3,89,2,1,1,3,2,2,2,2,2,2,1.60000002384186,0,0,0,0,0,0,0,1,1,1,8,7,NA,NA,NA,NA,0,3,3.33333325386047,NA,6,6,0,6,26,501158,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,270,0,1,NA,10,1,"Baseline",NA,NA,1
"10798",26,100,20,1,4,540,3,137,1717.5,12,2500,500,100,1500,1,1,1,1000,2870,717.5,-1,12,9,1000,1,0,23,0,0,5,2,1,1,1,3,2,1,1,1,1,1,1.60000002384186,0,0,0,0,0,0,0,0,0,1,10,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,9,26540,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0.800000011920929,0,NA,1,500,1,0,NA,12.8000001907349,3,"Shock",5,"Shock (Yes)",1
"8778",21,100,30,6,3,439,1,110,2026.5,10,1500,1500,450,450,0,NA,1,0,2790,976.5,NA,10,5,700,1,300,24,0,0,9,3,3,3,3,3,2,1,1,1,1,1,1.60000002384186,0,0,0,0,0,0,1,1,1,1,7,6,NA,NA,3,1,0,NA,NA,NA,NA,NA,NA,NA,26,21439,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,450,0,0,NA,8.14999961853027,4,"Redistribution",6,"Redistribution",1
"15924",42,0,30,5,13,797,2,198,960,7,1050,1050,315,315,0,-1,0,0,900,225,-1,7,2,500,0,500,28,1,1,5,2,1,3,3,2,2,1,1,1,2,1,1.60000002384186,0,0,0,0,0,0,0,1,1,1,8,7,-1,-1,-1,-1,0,1,1,0,5,6,1,-1,20,42797,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,NA,NA,315,0,1,NA,8.55000019073486,5,"Non-fixed",7,"Non-fixed",1
"20840",110,10,10,10,2,NA,4,NA,NA,10,1000,1000,100,100,0,2,0,0,340,NA,NA,NA,6,200,0,100,20,0,0,3,5,2,1,2,3,2,1,1,1,2,1,NA,0,0,0,0,0,0,0,0,0,1,NA,9,NA,NA,NA,NA,0,NA,NA,NA,6,1,1,NA,28,11002,"Russia","170119_1422","16200",NA,1,28,10,1,NA,NA,NA,0,0,12,27,-62,3,3,4,3,3,1,3,2,3,2,NA,NA,NA,NA,2,2,2,2,1,4,-6,1,NA,NA,NA,NA,NA,NA,NA,NA,1.11525559425354,NA,NA,1,1,0,1,0,NA,NA,0,10,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,68,9,1,0.761194050312042,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0,100,0,0,11002,9.39999961853027,3,"Shock",4,"Shock (No)",0
"10729",26,0,20,2,1,537,1,135,430,5,500,500,100,100,0,2,0,0,120,30,-1,5,7,990,1,10,22,0,1,4,1,1,1,3,4,2,1,1,1,2,2,1.60000002384186,0,0,0,0,0,0,1,1,1,1,7,4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,25,26537,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,0,0,NA,0,100,0,0,NA,6.25,3,"Shock",4,"Shock (No)",1
"23078",117,10,10,8,2,NA,4,NA,NA,19,2850,2850,NA,NA,0,-1,0,0,NA,NA,NA,NA,4,1000,1,0,22,1,0,4,6,2,2,3,2,2,2,2,1,3,3,NA,0,0,0,0,0,0,0,1,1,1,NA,7,NA,NA,NA,NA,0,NA,NA,NA,5,6,1,NA,NA,11702,"Russia","170203_1509","",NA,0,NA,17,1,1,1,1,0,0,2,29,-82,2,3,4,2,1,1,0,1,3,0,NA,NA,NA,NA,1,3,1,0,6,4,3,1,3,2,3,2,3,4,3,NA,NA,NA,7,1,1,0,0,0,NA,NA,0,8,10,18,10,8,3,8,8,10,5,3,5,4,4,"No","Yes, work occasionally","Yes","2-3 razryad","2-3 people",5,"Once a week","0.5-1 hour per day","Yes",2,"1-2 times a month",1.08956372737885,1,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,285,1,1,11702,17.8999996185303,5,"Non-fixed",7,"Non-fixed",0
"20948",110,0,10,8,8,NA,2,NA,NA,10,2300,200,-21895,-21895,1,1,0,0,-21895,NA,NA,NA,2,500,0,30,20,0,0,3,4,3,3,3,3,3,3,3,3,3,3,NA,0,0,1,1,1,1,1,1,1,1,NA,2,NA,NA,NA,NA,0,NA,NA,NA,6,6,0,NA,27,11008,"Russia","170119_1422","17961.25",NA,1,21,10,0,NA,NA,NA,0,0,-12,29,-99,2,2,3,2,2,2,2,2,2,2,NA,NA,NA,NA,3,2,2,1,4,-5,-15,1,NA,NA,NA,NA,NA,NA,NA,NA,-2.80484080314636,NA,NA,0.0869565233588219,1,0,1,0,9.89999961853027,11.0500001907349,0,3,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0.91304349899292,NA,NA,1,230,0,0,11008,10.4499998092651,3,"Shock",5,"Shock (Yes)",0
"7345",17,0,20,10,12,368,3,92,2657.5,14,2800,1000,200,200,1,1,0,0,230,57.5,NA,14,7,300,0,500,21,0,1,3,89,1,1,2,2,2,1,2,1,1,1,2,0,0,0,0,0,0,0,1,1,1,8,7,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,28,17368,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,0.642857134342194,1,1,NA,560,0,0,NA,10.8999996185303,2,"Status",3,"Status (High)",1
"23159",117,10,10,9,6,NA,4,NA,NA,10,1500,500,50,50,1,-1,0,0,1280,NA,NA,NA,5,999,1,1,18,0,0,5,5,2,2,2,2,3,1,1,1,2,1,NA,0,0,0,1,1,0,1,1,1,1,NA,4,NA,NA,NA,NA,0,NA,NA,NA,1,5,1,NA,NA,11706,"Russia","170203_1509","",NA,3,NA,17,1,1,1,2,0,0,12,26,-66,1,0,4,3,2,1,1,0,2,1,NA,NA,NA,NA,1,3,2,1,5,5,17,1,4,4,4,3,5,6,3,NA,NA,NA,7,0.333333343267441,1,0,0,0,NA,NA,0,4,10,19,1,1,1,1,10,9,10,10,3,4,4,"Yes, I am the youngest sibling","No","No","No","2-3 people",5,"Don't know","1-3 hours par day","Don't know",1,"1-2 times a month",-0.684109270572662,1,91,123,NA,0,0.262295067310333,0,1,0,0,0,0,0,0,0,0,0,0.666666686534882,NA,NA,NA,150,0,1,11706,9.55000019073486,5,"Non-fixed",7,"Non-fixed",0
"16162",43,0,10,4,9,809,2,202,1881.25,13,1950,1950,195,195,0,-1,0,0,505,126.25,-1,13,7,500,0,500,22,0,1,6,15,2,1,2,3,2,1,1,1,2,1,1.60000002384186,0,0,0,0,0,0,1,1,1,1,7,6,-1,-1,-1,-1,1,2,2,0.666666686534882,6,5,0,5,28,43809,"Chile","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0,0,NA,NA,195,1,1,NA,11.9499998092651,5,"Non-fixed",7,"Non-fixed",0
"22981",116,0,30,1,14,NA,3,NA,NA,13,1300,800,NA,NA,1,2,0,0,NA,NA,NA,NA,5,500,0,300,20,0,1,5,6,3,2,2,3,2,1,1,1,1,3,NA,0,0,0,0,1,1,1,1,1,1,NA,4,NA,NA,NA,NA,0,NA,NA,NA,4,2,1,NA,22,11614,"Russia","170126_1637","1274.125",19,1,14,16,0,NA,NA,NA,0,1,16,27,-100,2,2,4,3,1,1,3,3,4,0,NA,NA,NA,NA,2,2,1,0,2,-8,9,1,5,3,6,2,6,6,7,7,0.379417836666107,-0.605113208293915,7,0.615384638309479,1,0,1,0,14.6999998092651,11.0500001907349,1,5,10,1,10,7,1,3,8,8,6,7,9,4,4,"No","No","Yes","2-3 razryad","4-5 people",3,"Several times per year","More than 3 hours per day","Don't know",1,"1-2 times a month",0.158881217241287,1,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,0,0.384615391492844,NA,NA,0,390,1,0,11614,15.3500003814697,3,"Shock",4,"Shock (No)",1
"18213",49,20,10,3,15,1155,3,-1,1297.5,8,1200,1200,120,120,0,-1,0,0,870,217.5,-1,8,1,500,1,500,23,0,1,1,9,3,2,3,3,2,1,1,1,2,1,3.84999990463257,0,0,0,0,0,0,0,1,1,1,8,7,NA,NA,NA,NA,0,4,4,NA,6,4,0,4,28,491155,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,120,0,1,NA,9.69999980926514,1,"Baseline",NA,NA,0
"1436",3,0,30,10,24,72,2,14,2373.75,15,2250,0,0,0,1,NA,0,0,495,123.75,NA,15,11,0,0,400,19,1,1,7,89,1,1,2,2,2,1,2,1,1,1,1.60000002384186,0,0,0,0,0,1,1,1,1,1,6,5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,30,372,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,1,0,NA,NA,675,1,0,NA,15.0500001907349,1,"Baseline",1,"Baseline",1
"8427",20,0,20,9,6,422,2,106,1800,12,1800,0,0,0,1,NA,0,0,0,0,NA,12,5,1000,1,0,19,0,0,7,15,2,1,3,4,3,1,1,1,1,1,0.100000001490116,0,0,0,0,1,1,1,1,1,1,5,4,NA,NA,3,1,0,NA,NA,NA,NA,NA,NA,NA,28,20422,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,1,0,NA,NA,360,1,0,NA,13.6000003814697,4,"Redistribution",6,"Redistribution",1
"10768",26,0,20,4,3,539,5,139,3085,16,2900,0,0,0,1,1,0,0,740,185,-1,16,3,1000,1,0,19,1,0,7,15,4,3,3,3,3,1,2,2,2,3,0.100000001490116,0,0,0,0,1,1,1,1,1,1,5,6,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,29,26539,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,1,0,NA,1,580,1,0,NA,13.8000001907349,3,"Shock",5,"Shock (Yes)",1
