"","session","auditrate","taxrate","period","subject","sujeto","group","grupo","profit","ncorrectret","profitret","declared","deduction","totaldeduction","cheat","type","audited","fine","deductionsgroup","receivedfromgroup","taxrateproposed","ncorrectsum","groupdg","profitdg","proposerdg","offerdg","age_subject","gender","trust","ideology","income","publictransport","taxes","drivingfast","moneyfound","lying","accidentaldamage","litter","drivingalcohol","jobapplication","buyingstolen","profitriskav","dec1","dec2","dec3","dec4","dec5","dec6","dec7","dec8","dec9","dec10","hljump","safechoices","guessm2","guessm3","rankincome","lowincome","chile","init_pred","avg_pred","pred_correct","realdie","digitaldie","digitaldielie","lastroll","timeokdeclareok","subj_id","country","sess_code","totalprofit","timeokinitialinfook","timeokretaddingok","timeokresultsok","sess_id","audit","pred0","pred1","pred2","tax_20","tax_30","timedictator","timeokinicialriskaversionok","timeokloteriasok","lendmoney","lendstuff","dooropen","trustworthy","redistrib1","redistrib2","redistrib3","redistrib4","redistrib5","redistrib6","anx1","anx2","anx3","anx4","econself","nosecure","econcountrypers","econselfpers","digitaldie_actual","timeactualdiceok","timedigitaldiceok","econlosejob","own1","own2","own3","own4","own5","own6","own7","subjectivestatus2","norms","subjectivestatus1","own8","declared_frac","russia","oxford","shock","status","ncorrect_subjav","ncorrect_countrymed","ability_high","hh","amax","period1","c1","c2","c3","c4","c5","c6","c7","c8","c9","father_educ1","mother_educ1","family1","employment1","a51","b11","b21","b31","b41","b51","b61","b71","b81","social_active","parents_edhigh","grades_rating","grades_total","grades_calculus","grades_eligible","grades_relrating_inv","nosibling","T10","T20","T30","T40","T50","EndT","AR0","AR30","AR70","AR100","percevaded","difsalaries","highsalary","receiveshock","cost_comply","perform_high","non_fixed","subj_id1","avg_RET","treatment","treatment_lab","treatment2","treatment2_lab","HighTax"
"10978",26,0,20,1,13,549,3,137,1590,15,1500,0,0,0,1,2,0,0,360,90,-1,15,10,1000,1,0,22,1,1,3,89,2,2,2,3,3,2,2,2,2,2,0.100000001490116,0,0,0,0,0,1,1,1,1,1,6,5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24,26549,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,1,0,NA,0,300,1,0,NA,15.1999998092651,3,"Shock",4,"Shock (No)",1
"20855",110,10,10,5,3,NA,3,NA,NA,14,1400,1400,140,140,0,2,0,0,325,NA,NA,NA,8,500,1,500,21,0,1,5,6,2,1,2,3,1,1,1,1,2,2,NA,0,0,0,0,0,1,1,1,1,1,NA,5,NA,NA,NA,NA,0,NA,NA,NA,6,2,1,NA,18,11003,"Russia","170119_1422","8955",NA,0,25,10,1,NA,NA,NA,0,0,7,14,-181,3,1,4,3,3,0,4,0,4,0,NA,NA,NA,NA,2,3,1,1,2,-7,9,1,NA,NA,NA,NA,NA,NA,NA,NA,1.08694183826447,NA,NA,1,1,0,1,0,NA,NA,0,6,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,304,10,1,0.947194695472717,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0,140,1,0,11003,12.3000001907349,3,"Shock",4,"Shock (No)",0
"8482",20,0,20,2,9,425,3,107,1155,7,1050,0,0,0,1,NA,0,0,300,105,NA,7,10,0,0,400,21,0,0,2,89,3,2,2,4,3,2,1,1,2,3,3.84999990463257,0,0,0,0,0,0,1,1,1,1,7,6,NA,NA,4,1,0,NA,NA,NA,NA,NA,NA,NA,23,20425,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,1,0,NA,NA,210,0,0,NA,9.14999961853027,4,"Redistribution",6,"Redistribution",1
"20707",108,0,20,7,8,NA,3,NA,NA,18,2700,0,0,0,1,NA,0,0,120,NA,NA,NA,4,1000,1,0,20,1,0,5,7,3,4,2,4,3,1,1,1,2,4,NA,0,0,0,0,1,1,1,1,1,1,NA,4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,29,10808,"Russia","141128_1512","16777.1",NA,2,NA,8,0,NA,NA,NA,1,0,25,29,-46,1,2,4,2,3,0,3,1,3,0,1,3,3,3,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.932786107063293,NA,NA,0,1,0,0,0,16.2999992370605,11.0500001907349,1,5,30,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,1,NA,NA,NA,540,1,0,10808,16.6499996185303,4,"Redistribution",6,"Redistribution",1
"16177",43,0,10,6,9,809,1,201,1870,13,1950,1950,195,195,0,-1,0,0,460,115,-1,13,7,500,0,500,22,0,1,6,15,2,1,2,3,2,1,1,1,2,1,1.60000002384186,0,0,0,0,0,0,1,1,1,1,7,6,-1,-1,-1,-1,1,2,2,0.666666686534882,6,5,0,5,27,43809,"Chile","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0,0,NA,NA,195,1,1,NA,11.9499998092651,5,"Non-fixed",7,"Non-fixed",0
"1301",3,100,30,3,18,66,2,14,1496.25,9,1350,1350,405,405,0,NA,1,0,2205,551.25,NA,9,4,400,0,300,22,0,0,8,3,2,3,3,1,1,1,2,1,3,1,2,0,0,0,0,0,0,1,1,1,1,7,6,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,25,366,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,405,0,0,NA,10.75,1,"Baseline",1,"Baseline",1
"247",1,0,10,7,13,13,1,1,2441.25,16,2400,0,0,0,1,NA,0,0,165,41.25,NA,16,9,400,0,500,27,1,1,2,3,3,2,3,4,1,1,2,2,1,2,2,0,0,0,0,0,0,0,1,1,1,8,7,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,29,113,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,1,0,NA,NA,240,1,0,NA,16.8500003814697,1,"Baseline",1,"Baseline",0
"12267",30,10,30,4,2,614,1,154,1882.5,12,1800,1800,540,540,0,2,0,0,2490,622.5,-1,12,2,500,0,100,21,1,0,5,11,4,1,2,2,1,1,1,1,1,1,1.60000002384186,0,0,0,0,1,1,1,0,0,1,5,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,28,30614,"Chile","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,540,1,0,NA,10.5,3,"Shock",4,"Shock (No)",1
"22969",116,0,30,9,13,NA,4,NA,NA,10,1000,1,NA,NA,1,2,0,0,NA,NA,NA,NA,4,0,0,500,22,0,0,5,5,3,2,3,1,3,1,1,1,3,1,NA,0,0,0,0,0,1,0,1,1,1,NA,6,NA,NA,NA,NA,0,NA,NA,NA,6,1,1,NA,27,11613,"Russia","170126_1637","10397.775",NA,2,18,16,0,NA,NA,NA,0,1,17,27,-76,2,3,4,3,1,0,3,4,3,1,NA,NA,NA,NA,3,1,3,2,1,-30,-3,1,2,4,4,4,3,7,7,5,0.2925626039505,0.457642585039139,5,0.00100000004749745,1,0,1,0,8.89999961853027,11.0500001907349,0,6,10,9,9,1,1,8,10,10,8,1,3,4,4,"No","No","No","No","More than 5 people",2,"1-2 times a month","More than 3 hours per day","Yes",1,"1-2 times a month",0.834455490112305,1,206,240,5,1,0.142259418964386,1,0,0,1,0,0,0,1,0,0,0,0.999000012874603,NA,NA,0,300,0,0,11613,10.1000003814697,3,"Shock",4,"Shock (No)",1
"19931",105,30,20,1,9,NA,3,NA,NA,17,2550,2000,400,400,1,NA,0,0,1170,NA,NA,NA,5,500,1,500,19,1,1,5,6,2,2,3,3,3,2,2,1,3,1,NA,0,0,0,0,0,0,0,1,1,1,NA,7,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,26,10509,"Russia","131211_1341","2442.5",30,3,29,5,1,NA,NA,NA,1,0,16,99999,-25,2,2,4,2,1,1,2,1,4,1,1,2,2,2,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39877924323082,NA,NA,0.7843137383461,1,0,0,0,NA,NA,0,8,30,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,0.215686276555061,NA,NA,NA,510,1,0,10509,14.75,1,"Baseline",1,"Baseline",1
"14130",36,10,30,1,7,707,2,177,545.25,4,600,600,180,180,0,-1,0,0,501,125.25,-1,4,5,900,1,100,59,1,0,2,13,1,1,2,3,1,1,1,1,1,1,1.60000002384186,1,1,0,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,20,36707,"Chile","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,180,0,0,NA,3.79999995231628,1,"Baseline",1,"Baseline",1
"17542",47,0,20,7,2,878,1,220,1597.5,12,1800,1800,360,360,0,-1,0,0,630,157.5,-1,12,1,500,0,500,21,0,0,1,89,4,2,2,3,1,3,1,1,3,2,0.100000001490116,0,0,0,0,0,1,1,1,1,1,6,5,-1,-1,-1,-1,1,3,2.66666674613953,0.333333343267441,5,2,0,2,27,47878,"Chile","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,360,1,1,NA,10.6999998092651,5,"Non-fixed",7,"Non-fixed",1
"8291",19,100,10,1,23,415,6,104,1155,7,1050,1050,105,105,0,NA,1,0,600,210,NA,7,8,0,0,500,21,0,0,3,3,3,2,1,3,2,1,1,1,1,2,2,0,0,0,0,0,0,0,0,1,1,9,8,NA,NA,4,1,0,NA,NA,NA,NA,NA,NA,NA,27,19415,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,105,0,0,NA,10.5,4,"Redistribution",6,"Redistribution",0
"8442",20,100,20,6,7,423,2,106,1743.25,9,1350,1350,270,270,0,NA,1,0,1895,663.25,NA,9,10,1000,1,0,24,0,0,5,88,1,1,2,3,2,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,1,7,6,NA,NA,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,20423,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,270,1,0,NA,12.1000003814697,4,"Redistribution",6,"Redistribution",1
"21738",112,10,10,8,15,NA,4,NA,NA,14,2800,1000,100,100,1,1,0,0,550,NA,NA,NA,7,1000,1,0,18,1,1,2,3,2,2,1,3,3,1,1,1,2,3,NA,0,0,0,0,0,0,1,1,1,1,NA,6,NA,NA,NA,NA,0,NA,NA,NA,6,6,0,NA,23,11215,"Russia","170120_1341","21350",NA,2,14,12,1,NA,NA,NA,0,0,15,17,-77,3,2,4,3,0,0,1,0,4,0,NA,NA,NA,NA,2,3,3,1,5,-21,-15,1,NA,NA,NA,NA,NA,NA,NA,NA,0.409557670354843,NA,NA,0.357142865657806,1,0,0,0,NA,NA,0,7,10,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,267,8,1,0.706766903400421,NA,1,0,0,0,0,0,0,0,0,0,0.642857134342194,NA,1,NA,280,1,0,11215,12.5500001907349,2,"Status",3,"Status (High)",0
"21143",111,0,20,3,2,NA,2,NA,NA,17,3000,50,10,10,1,1,0,0,100,NA,NA,NA,1,10,0,150,22,1,0,2,4,3,2,3,3,2,1,1,1,2,1,NA,0,0,0,0,0,1,0,1,1,1,NA,6,NA,NA,NA,NA,0,NA,NA,NA,5,5,1,NA,27,11102,"Russia","170119_1641","7512.5",NA,1,27,11,0,NA,NA,NA,1,0,8,29,-54,3,3,4,2,3,0,2,0,4,0,NA,NA,NA,NA,2,3,1,0,5,7,11,1,NA,NA,NA,NA,NA,NA,NA,NA,0.408761024475098,NA,NA,0.0166666675359011,1,0,1,0,17.2999992370605,11.0500001907349,1,6,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,304,10,1,0.927392721176147,NA,0,1,0,0,0,0,1,0,0,0,0.983333349227905,NA,NA,1,600,1,0,11102,17.5,3,"Shock",5,"Shock (Yes)",1
"889",2,100,20,3,21,45,5,11,1957.5,13,1950,1950,390,390,0,NA,1,0,1590,397.5,NA,13,2,1000,1,0,23,1,1,5,89,4,2,3,4,2,2,2,3,2,2,0.100000001490116,0,0,0,0,1,1,1,1,1,1,5,4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,28,245,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,390,1,0,NA,12.6000003814697,1,"Baseline",1,"Baseline",1
"16370",43,0,10,2,19,819,1,201,1214.75,8,1200,1200,120,120,0,-1,0,0,539,134.75,-1,8,6,300,0,500,24,0,1,2,14,3,2,3,3,1,2,1,1,1,1,2,0,0,0,0,0,0,0,1,1,1,8,7,-1,-1,-1,-1,1,3,3.33333325386047,0.666666686534882,5,2,0,2,22,43819,"Chile","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0,0,NA,NA,120,0,1,NA,8.80000019073486,5,"Non-fixed",7,"Non-fixed",0
"17291",46,0,10,10,5,865,1,216,1553.75,10,1500,0,0,0,1,-1,0,0,215,53.75,-1,10,1,500,1,500,20,1,0,3,15,3,1,2,3,2,1,1,1,1,1,1.60000002384186,0,0,0,0,0,0,0,1,1,1,8,7,-1,-1,-1,-1,1,1,1.66666662693024,0,6,6,0,6,29,46865,"Chile","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,1,0,NA,NA,150,1,1,NA,9.14999961853027,5,"Non-fixed",7,"Non-fixed",0
"20828",110,0,10,8,2,NA,4,NA,NA,10,2300,500,-21865,-21865,1,1,0,0,-21741,NA,NA,NA,6,200,0,100,20,0,0,3,5,2,1,2,3,2,1,1,1,2,1,NA,0,0,0,0,0,0,0,0,0,1,NA,9,NA,NA,NA,NA,0,NA,NA,NA,6,1,1,NA,27,11002,"Russia","170119_1422","12657.5",NA,0,28,10,0,NA,NA,NA,0,0,12,27,-62,3,3,4,3,3,1,3,2,3,2,NA,NA,NA,NA,2,2,2,2,1,4,-6,1,NA,NA,NA,NA,NA,NA,NA,NA,1.11525559425354,NA,NA,0.217391297221184,1,0,1,0,9,11.0500001907349,0,10,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,68,9,1,0.761194050312042,NA,1,0,0,0,0,0,1,0,0,0,0.782608687877655,NA,NA,1,230,0,0,11002,9.39999961853027,3,"Shock",5,"Shock (Yes)",0
"8393",20,100,20,3,4,420,1,105,1493.25,11,1650,1650,330,330,0,NA,1,0,1155,173.25,NA,11,8,700,1,300,26,0,0,5,2,1,2,3,2,3,1,1,1,2,3,3.84999990463257,1,1,1,1,1,1,1,1,1,1,1,0,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20420,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,330,0,0,NA,9.75,4,"Redistribution",6,"Redistribution",1
"19871",105,30,20,1,6,NA,2,NA,NA,11,1650,1650,330,330,0,NA,0,0,930,NA,NA,NA,3,504,1,496,17,0,0,5,6,2,1,1,3,2,1,1,1,1,1,NA,0,0,0,0,0,1,1,1,1,1,NA,5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,22,10506,"Russia","131211_1341","1552.5",22,4,26,5,1,NA,NA,NA,1,0,-4,30,-182,0,0,4,3,1,1,0,0,3,2,1,1,1,0,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59071373939514,NA,NA,1,1,0,0,0,NA,NA,0,6,30,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,330,1,0,10506,12.9499998092651,1,"Baseline",1,"Baseline",1
"15679",41,10,20,6,12,784,3,196,1602.5,10,1500,0,0,0,1,-1,0,0,410,102.5,-1,10,5,0,0,0,24,0,0,3,89,3,2,3,3,3,1,2,1,1,1,3.84999990463257,1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,-1,0,3,2.66666674613953,0.333333343267441,3,2,0,6,28,41784,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,300,0,1,NA,10.6499996185303,5,"Non-fixed",7,"Non-fixed",1
"20624",108,0,20,4,4,NA,1,NA,NA,10,1500,1100,220,220,1,NA,0,0,290,NA,NA,NA,2,0,0,300,18,0,0,6,7,4,3,2,3,1,2,1,1,3,3,NA,0,0,0,1,0,0,1,1,1,1,NA,5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,19,10804,"Russia","141128_1512","5268",NA,2,NA,8,0,NA,NA,NA,1,0,4,28,-86,3,0,4,3,1,1,0,1,1,0,1,0,1,2,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.614602506160736,NA,NA,0.733333349227905,1,0,0,0,8.80000019073486,11.0500001907349,0,4,30,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,0.266666680574417,NA,NA,NA,300,0,0,10804,9.05000019073486,4,"Redistribution",6,"Redistribution",1
"22677",115,10,30,7,14,NA,1,NA,NA,12,1800,0,NA,NA,1,NA,0,0,NA,NA,NA,NA,8,300,0,100,20,0,0,2,9,2,2,2,3,3,1,1,1,2,2,NA,0,0,0,0,0,0,1,1,1,1,NA,6,NA,NA,NA,NA,0,NA,NA,NA,6,5,1,NA,28,11514,"Russia","170126_1419","14040",NA,2,27,15,1,NA,NA,NA,0,1,22,30,-35,3,3,4,2,3,1,0,0,3,3,NA,NA,NA,NA,2,3,2,1,5,9,21,1,2,6,2,2,2,6,6,7,0.432027161121368,1.3023396730423,7,0,1,0,0,0,NA,NA,0,7,10,17,10,1,10,10,10,8,10,1,1,4,4,"No","Yes, work occasionally","No","No","4-5 people",3,"1-2 times a month","1-3 hours par day","Don't know",2,"1-2 times a month",1.58058369159698,1,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,540,1,0,11514,11.8999996185303,1,"Baseline",1,"Baseline",1
"11825",28,10,10,1,16,592,1,145,1707.375,9,1350,135,13.5,13.5,1,2,0,0,1483.5,370.875,-1,9,1,500,1,500,26,1,1,2,12,3,1,3,4,3,1,1,2,3,3,3.84999990463257,1,1,0,1,0,0,1,0,1,1,1,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,14,28592,"Chile","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0.899999976158142,0,NA,0,135,0,0,NA,7.5,3,"Shock",4,"Shock (No)",0
